"idcode" "year" "age" "grade" "not_smsa" "south" "union" "t0" "southXt" "black"
4213 82 32 14 0 1 0 12 12 0
4213 83 33 14 0 0 0 13 0 0
4213 85 35 14 1 0 0 15 0 0
4213 87 37 14 0 0 0 17 0 0
4213 88 39 14 0 0 0 18 0 0
4214 78 24 14 0 1 0 8 8 0
4214 82 28 17 0 0 1 12 0 0
4214 85 31 17 0 0 1 15 0 0
4214 87 33 17 0 0 1 17 0 0
4214 88 35 17 0 0 1 18 0 0
4215 70 18 12 1 0 0 0 0 0
4215 85 33 16 0 0 1 15 0 0
4215 88 36 16 1 0 0 18 0 0
4218 72 18 12 0 0 0 2 0 0
4219 77 33 13 0 0 0 7 0 0
4219 80 36 13 0 0 0 10 0 0
4220 71 23 17 0 0 0 1 0 0
4220 72 24 17 0 0 1 2 0 0
4220 77 29 17 0 0 0 7 0 0
4220 80 32 17 0 0 0 10 0 0
4221 71 20 13 0 0 0 1 0 0
4221 72 21 13 0 0 0 2 0 0
4221 87 36 13 0 0 1 17 0 0
4221 88 38 13 0 0 1 18 0 0
4222 71 18 12 0 0 0 1 0 0
4222 72 19 12 0 0 0 2 0 0
4222 73 20 12 0 0 0 3 0 0
4222 77 24 12 0 0 0 7 0 0
4222 78 25 12 0 0 0 8 0 0
4222 80 27 12 0 0 0 10 0 0
4222 82 29 12 0 0 1 12 0 0
4222 83 30 12 0 0 1 13 0 0
4222 85 32 12 0 0 1 15 0 0
4222 87 34 12 0 0 1 17 0 0
4222 88 36 12 0 0 0 18 0 0
4223 85 34 12 0 0 1 15 0 0
4223 88 37 12 0 0 1 18 0 0
4224 72 24 16 0 0 0 2 0 0
4224 73 25 16 0 0 0 3 0 0
4224 77 29 16 0 0 0 7 0 0
4224 78 30 16 0 0 0 8 0 0
4224 80 32 16 0 0 0 10 0 0
4225 73 24 16 0 0 1 3 0 0
4225 77 28 16 0 0 1 7 0 0
4225 82 33 16 0 0 1 12 0 0
4225 83 34 16 0 0 1 13 0 0
4225 85 36 16 0 0 0 15 0 0
4225 88 39 16 0 0 0 18 0 0
4227 77 33 16 0 0 0 7 0 0
4227 82 38 16 0 0 0 12 0 0
4227 83 39 16 0 0 0 13 0 0
4227 85 41 16 0 0 0 15 0 0
4227 87 43 16 0 0 0 17 0 0
4229 70 23 16 0 0 1 0 0 0
4229 71 24 16 0 0 1 1 0 0
4229 72 25 16 0 0 1 2 0 0
4229 77 30 16 0 0 0 7 0 0
4229 78 31 16 0 0 1 8 0 0
4229 80 33 18 0 0 1 10 0 0
4229 83 36 18 0 0 1 13 0 0
4229 85 38 18 0 0 1 15 0 0
4229 87 40 18 0 0 1 17 0 0
4229 88 41 18 0 0 1 18 0 0
4230 83 35 11 0 0 0 13 0 0
4230 87 39 11 0 0 0 17 0 0
4230 88 41 11 0 0 0 18 0 0
4231 85 41 12 0 0 1 15 0 0
4231 87 43 12 0 0 0 17 0 0
4231 88 45 12 0 0 0 18 0 0
4232 70 21 12 0 0 0 0 0 0
4232 71 22 12 0 0 0 1 0 0
4232 77 28 12 0 0 0 7 0 0
4232 78 29 12 0 0 0 8 0 0
4232 80 31 12 0 0 0 10 0 0
4233 70 23 14 0 0 0 0 0 0
4233 71 24 14 0 0 0 1 0 0
4233 72 25 14 0 0 0 2 0 0
4233 73 26 14 0 0 0 3 0 0
4233 77 30 14 0 0 0 7 0 0
4233 82 35 14 0 0 0 12 0 0
4233 83 36 14 0 0 0 13 0 0
4233 87 40 14 0 0 0 17 0 0
4233 88 42 14 0 0 0 18 0 0
4234 71 23 12 0 0 0 1 0 0
4234 72 24 12 0 0 0 2 0 0
4234 85 37 12 0 0 0 15 0 0
4234 87 39 12 0 0 1 17 0 0
4237 77 27 9 0 0 1 7 0 0
4237 78 28 9 0 0 0 8 0 0
4237 80 30 9 0 0 1 10 0 0
4237 82 32 9 0 0 1 12 0 0
4237 83 33 9 0 0 1 13 0 0
4237 85 35 9 0 0 0 15 0 0
4237 87 37 9 0 0 0 17 0 0
4237 88 38 9 0 0 1 18 0 0
4238 71 22 16 0 0 0 1 0 0
4238 72 23 16 0 0 0 2 0 0
4238 77 28 18 0 0 0 7 0 0
4238 82 33 18 0 0 0 12 0 0
4238 87 38 18 0 0 1 17 0 0
4238 88 40 18 0 0 1 18 0 0
4239 73 19 12 0 0 0 3 0 0
4239 87 33 13 0 0 0 17 0 0
4239 88 35 13 0 0 0 18 0 0
4240 72 25 12 0 0 0 2 0 0
4240 78 31 12 0 0 1 8 0 0
4240 80 33 12 0 0 1 10 0 0
4240 82 35 12 0 0 1 12 0 0
4240 83 36 12 0 0 0 13 0 0
4240 85 38 12 0 0 0 15 0 0
4240 87 40 12 0 0 1 17 0 0
4240 88 41 12 0 0 0 18 0 0
4241 80 26 18 1 0 1 10 0 0
4241 87 33 18 0 0 0 17 0 0
4241 88 34 18 0 0 0 18 0 0
4242 70 19 12 0 0 0 0 0 0
4242 71 20 12 0 0 0 1 0 0
4242 72 21 12 0 0 0 2 0 0
4242 73 22 12 0 0 0 3 0 0
4242 77 26 12 0 1 0 7 7 0
4242 82 31 12 0 0 0 12 0 0
4242 83 32 12 0 0 0 13 0 0
4242 85 34 12 0 0 0 15 0 0
4242 87 36 12 0 0 0 17 0 0
4242 88 38 12 0 0 1 18 0 0
4243 82 33 12 0 0 0 12 0 0
4243 83 34 12 0 0 0 13 0 0
4243 85 36 12 0 0 1 15 0 0
4243 87 38 12 0 0 0 17 0 0
4244 77 26 13 0 0 1 7 0 0
4244 78 27 13 0 0 1 8 0 0
4244 87 36 13 0 0 1 17 0 0
4244 88 37 13 0 0 1 18 0 0
4245 70 23 13 1 0 1 0 0 0
4245 77 30 15 1 0 1 7 0 0
4245 78 31 15 1 0 1 8 0 0
4245 80 33 15 1 0 1 10 0 0
4245 82 35 15 1 0 1 12 0 0
4245 83 36 15 1 0 1 13 0 0
4245 85 38 15 1 0 1 15 0 0
4245 87 40 15 1 0 1 17 0 0
4245 88 42 15 1 0 1 18 0 0
4246 87 39 17 1 0 1 17 0 0
4246 88 41 17 1 0 1 18 0 0
4247 70 21 12 0 0 0 0 0 0
4247 71 22 12 0 0 0 1 0 0
4247 72 23 12 0 0 0 2 0 0
4247 73 24 12 0 0 0 3 0 0
4247 77 28 12 0 0 0 7 0 0
4247 78 29 12 0 0 0 8 0 0
4247 80 31 12 0 0 0 10 0 0
4247 82 33 12 0 1 0 12 12 0
4247 83 34 12 0 0 0 13 0 0
4247 85 36 12 0 0 0 15 0 0
4247 87 38 12 0 0 0 17 0 0
4247 88 40 12 0 0 0 18 0 0
4248 73 21 12 1 0 0 3 0 0
4248 77 25 13 0 0 1 7 0 0
4248 83 31 16 1 0 0 13 0 0
4248 85 33 16 1 0 1 15 0 0
4248 87 35 16 1 0 1 17 0 0
4249 71 18 10 1 0 1 1 0 0
4250 71 21 12 0 0 0 1 0 0
4250 73 23 12 0 0 0 3 0 0
4250 77 27 12 0 0 0 7 0 0
4250 78 28 12 0 0 0 8 0 0
4250 80 30 12 0 0 1 10 0 0
4250 82 32 12 0 0 1 12 0 0
4250 83 33 12 0 0 0 13 0 0
4250 85 35 12 0 0 0 15 0 0
4250 87 37 12 0 0 0 17 0 0
4250 88 39 12 0 0 0 18 0 0
4251 73 20 13 1 0 0 3 0 0
4251 85 32 13 1 0 0 15 0 0
4251 87 34 13 1 0 0 17 0 0
4251 88 35 13 1 0 0 18 0 0
4252 77 30 9 0 1 0 7 7 0
4252 78 31 9 0 1 0 8 8 0
4252 80 33 9 0 1 0 10 10 0
4252 82 35 9 0 1 0 12 12 0
4252 83 36 9 0 1 0 13 13 0
4252 85 38 9 0 1 0 15 15 0
4252 87 40 9 0 1 0 17 17 0
4252 88 41 9 0 1 0 18 18 0
4253 72 27 12 0 1 1 2 2 0
4253 73 28 12 0 1 1 3 3 0
4253 77 31 12 0 1 0 7 7 0
4253 80 34 12 0 1 0 10 10 0
4253 82 36 12 0 1 0 12 12 0
4253 83 37 12 0 1 0 13 13 0
4253 87 41 12 0 1 1 17 17 0
4253 88 43 12 0 1 1 18 18 0
4255 73 20 14 1 0 0 3 0 0
4255 77 24 14 1 1 0 7 7 0
4255 88 36 14 0 0 0 18 0 0
4256 72 25 12 0 0 0 2 0 0
4256 85 38 12 0 1 1 15 15 0
4256 87 40 12 0 1 0 17 17 0
4256 88 41 12 0 1 1 18 18 0
4257 71 23 12 0 1 0 1 1 0
4257 73 25 12 0 1 0 3 3 0
4257 77 29 12 0 1 0 7 7 0
4257 78 30 12 0 1 0 8 8 0
4258 70 18 12 0 1 0 0 0 0
4258 72 20 12 0 1 0 2 2 0
4258 77 25 12 0 1 0 7 7 0
4258 82 30 12 0 1 0 12 12 0
4258 83 31 15 0 1 0 13 13 0
4258 85 33 15 0 1 0 15 15 0
4258 87 35 15 0 1 0 17 17 0
4258 88 36 15 0 1 1 18 18 0
4259 70 25 10 0 1 1 0 0 0
4259 71 26 10 0 1 1 1 1 0
4259 72 27 10 0 1 0 2 2 0
4259 77 32 10 0 1 1 7 7 0
4259 78 33 10 0 1 0 8 8 0
4259 80 35 10 0 1 0 10 10 0
4259 82 37 10 0 1 1 12 12 0
4259 83 38 10 0 1 0 13 13 0
4259 85 40 10 0 0 0 15 0 0
4259 87 42 10 0 1 1 17 17 0
4259 88 43 10 0 1 0 18 18 0
4260 77 27 11 1 1 0 7 7 0
4260 87 37 11 0 1 0 17 17 0
4261 72 22 16 0 1 1 2 2 0
4261 73 23 16 0 1 1 3 3 0
4261 77 27 16 0 1 0 7 7 0
4261 80 30 17 0 1 1 10 10 0
4261 82 32 17 0 1 1 12 12 0
4261 83 33 17 0 1 1 13 13 0
4261 85 35 17 0 1 1 15 15 0
4261 87 37 17 0 1 0 17 17 0
4262 77 25 16 1 0 0 7 0 0
4263 70 24 12 0 1 0 0 0 0
4263 78 33 12 0 1 0 8 8 0
4263 82 36 13 0 1 0 12 12 0
4263 83 37 13 0 1 0 13 13 0
4263 85 39 13 0 1 0 15 15 0
4263 87 41 13 0 1 0 17 17 0
4264 80 35 13 0 1 0 10 10 0
4264 82 37 13 0 1 0 12 12 0
4268 85 34 12 0 1 0 15 15 0
4268 88 37 12 0 1 0 18 18 0
4269 71 26 9 1 1 0 1 1 1
4269 72 27 9 1 1 0 2 2 1
4269 73 28 9 1 1 0 3 3 1
4269 77 32 9 1 1 0 7 7 1
4269 78 33 9 1 1 1 8 8 1
4269 80 35 9 1 1 1 10 10 1
4269 82 37 9 1 1 1 12 12 1
4269 83 38 9 1 1 0 13 13 1
4269 85 40 9 1 1 0 15 15 1
4269 87 42 9 1 1 1 17 17 1
4269 88 44 9 1 1 0 18 18 1
4270 71 24 13 1 1 0 1 1 1
4270 72 25 13 1 1 0 2 2 1
4270 73 26 13 1 1 0 3 3 1
4270 80 33 15 1 1 0 10 10 1
4270 83 36 16 1 1 0 13 13 1
4270 85 38 16 1 1 0 15 15 1
4270 87 40 16 1 1 0 17 17 1
4270 88 41 16 1 1 0 18 18 1
4271 72 20 12 1 1 0 2 2 0
4271 77 25 12 1 1 0 7 7 0
4271 80 28 12 1 1 0 10 10 0
4271 82 30 12 1 1 0 12 12 0
4271 83 31 14 1 1 0 13 13 0
4271 85 33 14 1 1 0 15 15 0
4271 87 35 14 1 1 0 17 17 0
4271 88 36 14 1 1 0 18 18 0
4274 73 24 18 0 1 0 3 3 1
4274 77 28 18 0 1 0 7 7 1
4274 88 39 18 0 1 0 18 18 1
4275 77 25 16 0 0 0 7 0 1
4275 82 30 17 0 0 1 12 0 1
4275 83 31 17 0 0 0 13 0 1
4275 85 33 17 0 0 0 15 0 1
4275 87 35 17 0 0 1 17 0 1
4276 70 24 15 1 1 0 0 0 1
4276 72 26 16 1 1 0 2 2 1
4276 82 36 18 0 1 0 12 12 1
4276 83 37 18 0 1 0 13 13 1
4276 88 42 18 0 1 0 18 18 1
4277 73 26 6 1 1 1 3 3 1
4277 77 30 6 1 1 1 7 7 1
4277 82 35 6 0 0 1 12 0 1
4277 83 36 6 0 0 1 13 0 1
4278 85 38 10 0 0 0 15 0 1
4278 87 40 10 0 0 0 17 0 1
4278 88 41 10 0 0 0 18 0 1
4279 72 18 8 1 1 0 2 2 0
4279 73 19 8 1 1 0 3 3 0
4279 77 23 8 1 1 0 7 7 0
4279 78 24 8 1 1 0 8 8 0
4279 80 26 8 1 1 1 10 10 0
4279 82 28 8 1 1 0 12 12 0
4279 83 29 8 1 1 0 13 13 0
4279 85 31 8 1 1 1 15 15 0
4279 87 33 8 1 1 0 17 17 0
4279 88 35 8 1 1 1 18 18 0
4280 72 19 12 1 1 0 2 2 1
4280 73 20 12 1 1 0 3 3 1
4280 77 24 12 1 1 0 7 7 1
4280 78 25 12 1 1 0 8 8 1
4280 80 27 12 1 1 0 10 10 1
4280 82 29 12 1 1 0 12 12 1
4280 83 30 12 1 1 0 13 13 1
4280 85 32 12 1 1 0 15 15 1
4280 87 34 12 1 1 0 17 17 1
4280 88 35 12 1 1 0 18 18 1
4281 71 24 12 1 1 0 1 1 1
4281 72 25 12 1 1 0 2 2 1
4281 73 26 12 1 1 0 3 3 1
4281 77 30 12 1 1 0 7 7 1
4281 78 31 12 1 1 0 8 8 1
4281 80 33 12 1 1 0 10 10 1
4281 82 35 12 1 1 0 12 12 1
4281 83 36 12 1 1 0 13 13 1
4281 85 38 12 1 1 0 15 15 1
4281 87 40 12 1 1 0 17 17 1
4281 88 41 12 1 1 0 18 18 1
4282 77 25 8 1 1 0 7 7 1
4282 78 26 8 1 1 0 8 8 1
4282 80 28 8 1 1 0 10 10 1
4282 82 30 8 1 1 0 12 12 1
4282 83 31 13 1 1 0 13 13 1
4282 85 33 13 1 1 0 15 15 1
4282 87 35 13 1 1 0 17 17 1
4282 88 36 13 1 1 0 18 18 1
4283 70 22 10 1 1 0 0 0 1
4283 71 23 10 1 1 0 1 1 1
4283 72 24 10 1 1 0 2 2 1
4283 73 25 10 1 1 0 3 3 1
4283 77 29 10 1 1 0 7 7 1
4283 78 30 10 1 1 0 8 8 1
4283 80 32 10 1 1 1 10 10 1
4283 82 34 10 1 1 1 12 12 1
4283 83 35 10 1 1 1 13 13 1
4283 85 37 10 1 1 1 15 15 1
4283 87 39 10 1 1 0 17 17 1
4283 88 41 10 1 1 1 18 18 1
4285 70 21 12 1 1 0 0 0 0
4285 71 22 12 1 1 0 1 1 0
4285 72 23 12 1 1 0 2 2 0
4287 71 23 12 1 1 1 1 1 0
4287 72 24 12 1 1 1 2 2 0
4287 73 25 12 1 1 0 3 3 0
4287 77 29 12 1 1 1 7 7 0
4287 78 30 12 1 1 1 8 8 0
4287 80 32 12 1 1 1 10 10 0
4287 82 34 12 1 1 1 12 12 0
4287 83 35 12 1 1 1 13 13 0
4287 85 37 12 1 1 1 15 15 0
4287 87 39 12 1 1 1 17 17 0
4287 88 40 12 1 1 1 18 18 0
4288 77 33 8 1 1 0 7 7 0
4288 78 34 8 1 1 0 8 8 0
4288 83 39 8 1 1 0 13 13 0
4289 70 26 9 1 1 0 0 0 1
4289 82 38 9 0 0 0 12 0 1
4289 83 39 9 0 0 0 13 0 1
4289 85 41 9 0 0 0 15 0 1
4289 87 43 9 0 0 0 17 0 1
4290 77 29 12 1 1 0 7 7 1
4290 78 30 12 1 1 0 8 8 1
4290 87 39 12 1 1 0 17 17 1
4291 71 27 12 1 1 0 1 1 1
4291 72 28 12 1 1 0 2 2 1
4291 73 29 12 1 1 0 3 3 1
4291 77 33 12 1 1 0 7 7 1
4291 78 34 12 1 1 0 8 8 1
4291 80 36 12 1 1 0 10 10 1
4291 82 38 12 1 1 0 12 12 1
4291 83 39 12 1 1 0 13 13 1
4291 85 41 12 1 1 0 15 15 1
4291 87 43 12 1 1 0 17 17 1
4291 88 44 12 1 1 0 18 18 1
4292 72 21 11 0 0 0 2 0 1
4292 73 22 11 0 0 0 3 0 1
4292 77 26 11 0 0 0 7 0 1
4292 83 32 11 0 0 0 13 0 1
4292 85 34 11 0 0 0 15 0 1
4292 87 36 11 0 0 0 17 0 1
4292 88 38 11 0 0 0 18 0 1
4293 73 24 16 0 0 0 3 0 1
4293 77 27 16 0 0 1 7 0 1
4293 78 29 16 0 0 1 8 0 1
4293 80 31 16 0 0 1 10 0 1
4293 82 32 16 0 0 1 12 0 1
4293 85 35 16 0 0 1 15 0 1
4293 87 38 16 0 0 1 17 0 1
4293 88 39 16 0 0 1 18 0 1
4294 73 20 12 0 0 0 3 0 1
4294 78 25 12 0 0 0 8 0 1
4294 80 27 12 0 0 0 10 0 1
4294 82 29 12 0 0 0 12 0 1
4294 83 30 12 0 0 0 13 0 1
4294 87 34 12 0 0 0 17 0 1
4294 88 36 12 0 0 1 18 0 1
4295 72 22 14 0 1 0 2 2 0
4295 73 23 14 0 1 0 3 3 0
4295 77 27 14 0 1 0 7 7 0
4295 78 28 14 0 1 0 8 8 0
4295 80 30 14 0 1 0 10 10 0
4296 80 30 12 1 1 0 10 10 0
4296 82 32 12 1 1 0 12 12 0
4296 83 33 12 1 1 0 13 13 0
4296 85 35 12 1 1 0 15 15 0
4296 88 38 12 1 1 0 18 18 0
4297 71 21 9 0 0 1 1 0 1
4297 73 23 9 0 0 1 3 0 1
4297 77 27 9 0 0 0 7 0 1
4297 78 28 9 0 0 1 8 0 1
4298 77 26 12 1 1 0 7 7 1
4298 78 27 12 1 1 0 8 8 1
4298 80 29 12 1 1 0 10 10 1
4298 82 31 12 0 0 0 12 0 1
4298 83 32 12 0 0 0 13 0 1
4298 88 37 12 0 0 0 18 0 1
4299 70 19 12 0 0 0 0 0 1
4299 73 22 12 0 0 0 3 0 1
4299 77 26 12 0 0 0 7 0 1
4299 78 27 12 0 0 0 8 0 1
4299 80 29 12 0 0 0 10 0 1
4299 82 31 12 0 0 0 12 0 1
4299 83 32 12 0 0 0 13 0 1
4299 85 34 12 0 0 0 15 0 1
4299 87 36 12 0 0 0 17 0 1
4299 88 37 12 0 0 1 18 0 1
4302 70 21 12 0 1 0 0 0 1
4302 71 22 12 0 1 0 1 1 1
4302 77 28 12 0 1 0 7 7 1
4302 78 29 12 0 1 0 8 8 1
4302 80 31 12 0 1 0 10 10 1
4302 82 33 12 0 1 0 12 12 1
4302 83 34 12 0 1 0 13 13 1
4302 85 36 12 0 1 0 15 15 1
4304 71 19 12 0 1 0 1 1 0
4304 72 20 12 0 1 0 2 2 0
4304 77 25 12 0 1 0 7 7 0
4304 78 26 12 0 1 0 8 8 0
4305 77 24 17 0 1 0 7 7 0
4305 78 25 17 0 1 1 8 8 0
4305 82 29 18 0 1 1 12 12 0
4305 83 29 18 0 1 0 13 13 0
4305 85 31 18 1 1 0 15 15 0
4305 87 34 18 1 1 1 17 17 0
4305 88 35 18 1 1 0 18 18 0
4306 71 20 8 0 1 0 1 1 1
4306 72 21 8 0 1 0 2 2 1
4306 73 22 8 0 1 0 3 3 1
4306 77 26 12 0 1 0 7 7 1
4306 78 27 12 0 1 0 8 8 1
4306 80 29 12 0 1 0 10 10 1
4306 88 37 13 0 1 0 18 18 1
4307 80 27 13 0 1 1 10 10 1
4307 82 29 13 0 1 1 12 12 1
4307 83 30 13 0 1 0 13 13 1
4308 71 18 12 0 1 0 1 1 1
4308 77 24 12 0 1 0 7 7 1
4308 80 27 12 0 1 1 10 10 1
4308 82 29 12 0 1 0 12 12 1
4309 77 26 10 0 1 0 7 7 1
4309 78 27 10 0 1 0 8 8 1
4309 80 29 10 0 1 1 10 10 1
4309 82 31 10 0 1 1 12 12 1
4309 83 32 10 0 1 0 13 13 1
4309 85 34 10 0 1 0 15 15 1
4309 87 36 10 0 1 0 17 17 1
4309 88 37 10 0 1 0 18 18 1
4310 70 20 12 0 1 0 0 0 1
4310 77 27 12 0 1 0 7 7 1
4310 78 28 12 0 1 0 8 8 1
4310 82 32 12 0 1 0 12 12 1
4310 87 37 14 0 1 0 17 17 1
4310 88 39 14 0 1 0 18 18 1
4311 70 19 12 0 1 0 0 0 1
4311 80 29 12 0 1 0 10 10 1
4311 82 31 12 0 1 0 12 12 1
4311 85 34 13 0 1 0 15 15 1
4311 87 36 13 0 1 0 17 17 1
4311 88 38 13 1 1 0 18 18 1
4312 70 25 12 0 1 0 0 0 1
4312 71 26 12 0 1 0 1 1 1
4312 73 28 12 0 1 0 3 3 1
4312 77 32 12 0 1 0 7 7 1
4312 78 33 12 0 1 0 8 8 1
4312 80 35 12 0 1 0 10 10 1
4312 82 37 12 0 1 0 12 12 1
4312 83 38 12 0 1 0 13 13 1
4315 70 24 16 0 1 1 0 0 0
4315 71 25 16 0 1 0 1 1 0
4315 72 26 16 0 1 1 2 2 0
4315 73 27 16 0 1 0 3 3 0
4315 77 31 16 0 1 0 7 7 0
4315 80 34 16 0 1 1 10 10 0
4315 82 36 16 0 1 1 12 12 0
4315 83 37 16 0 1 0 13 13 0
4315 85 39 16 0 1 0 15 15 0
4315 88 42 16 0 1 0 18 18 0
4316 72 18 12 0 0 0 2 0 0
4316 82 28 16 1 1 0 12 12 0
4316 87 33 16 1 1 0 17 17 0
4316 88 34 16 0 0 0 18 0 0
4317 70 22 14 0 1 0 0 0 0
4317 71 23 14 0 1 0 1 1 0
4317 80 32 16 0 1 0 10 10 0
4317 82 34 16 0 1 0 12 12 0
4317 83 35 16 0 1 0 13 13 0
4318 70 23 12 0 1 0 0 0 0
4318 71 24 12 0 1 0 1 1 0
4318 72 25 12 0 1 0 2 2 0
4318 73 26 12 0 1 0 3 3 0
4318 77 30 12 0 1 0 7 7 0
4318 83 36 12 0 1 0 13 13 0
4318 85 38 12 0 1 0 15 15 0
4318 87 40 12 0 1 0 17 17 0
4318 88 41 12 0 1 1 18 18 0
4319 73 21 10 1 1 0 3 3 0
4319 77 25 11 0 1 0 7 7 0
4319 82 30 12 0 1 0 12 12 0
4319 83 31 12 0 1 0 13 13 0
4319 85 33 12 1 1 0 15 15 0
4319 87 35 12 0 1 0 17 17 0
4319 88 36 12 0 1 0 18 18 0
4320 70 19 12 0 1 0 0 0 0
4320 71 20 12 0 1 0 1 1 0
4320 72 21 12 0 1 0 2 2 0
4320 73 22 12 0 1 0 3 3 0
4320 77 26 13 0 0 0 7 0 0
4320 78 27 13 0 0 0 8 0 0
4320 88 37 13 0 0 0 18 0 0
4322 70 22 8 0 1 0 0 0 1
4322 71 23 8 0 1 0 1 1 1
4323 70 25 9 0 1 0 0 0 1
4323 71 26 9 0 1 0 1 1 1
4323 72 27 9 0 1 0 2 2 1
4323 73 28 9 0 1 0 3 3 1
4323 77 32 9 0 1 0 7 7 1
4323 78 33 9 0 1 0 8 8 1
4323 80 35 9 0 1 1 10 10 1
4324 70 22 10 0 0 1 0 0 1
4324 71 23 10 0 0 1 1 0 1
4324 72 24 10 0 0 1 2 0 1
4324 73 25 10 0 0 1 3 0 1
4324 77 29 10 0 1 0 7 7 1
4324 78 30 10 0 1 0 8 8 1
4324 80 32 10 0 1 1 10 10 1
4324 82 34 10 0 1 1 12 12 1
4324 87 39 10 0 1 0 17 17 1
4325 71 19 10 0 1 0 1 1 1
4325 72 20 10 0 1 0 2 2 1
4326 70 20 12 0 1 0 0 0 1
4327 77 23 11 0 1 0 7 7 1
4327 78 24 12 0 1 0 8 8 1
4327 82 29 12 0 1 0 12 12 1
4327 85 32 12 0 1 0 15 15 1
4327 87 34 12 0 1 0 17 17 1
4327 88 35 12 0 1 0 18 18 1
4329 85 38 8 0 1 0 15 15 1
4330 70 24 12 0 1 0 0 0 1
4330 72 26 12 0 1 0 2 2 1
4330 73 27 12 0 1 0 3 3 1
4330 77 31 12 0 1 1 7 7 1
4330 78 32 12 0 1 1 8 8 1
4330 80 34 12 0 1 1 10 10 1
4330 82 36 12 0 1 1 12 12 1
4330 83 37 12 0 1 1 13 13 1
4330 85 39 12 0 1 1 15 15 1
4330 87 41 12 0 1 1 17 17 1
4330 88 42 12 0 1 1 18 18 1
4331 70 27 9 0 1 0 0 0 1
4331 71 28 9 0 1 0 1 1 1
4331 77 34 9 0 1 0 7 7 1
4331 85 42 9 0 1 0 15 15 1
4332 73 22 16 0 1 0 3 3 0
4332 77 26 17 0 1 1 7 7 0
4332 78 27 17 0 1 1 8 8 0
4332 80 29 17 0 1 1 10 10 0
4332 82 31 17 0 1 1 12 12 0
4332 83 32 17 0 1 1 13 13 0
4332 85 34 17 0 1 1 15 15 0
4332 87 36 17 0 1 1 17 17 0
4333 72 19 12 0 1 0 2 2 0
4333 73 20 12 0 1 0 3 3 0
4333 78 25 13 0 1 0 8 8 0
4333 82 29 13 0 1 0 12 12 0
4333 83 30 14 0 1 0 13 13 0
4333 85 32 14 0 0 0 15 0 0
4334 70 23 15 0 1 0 0 0 1
4334 71 24 15 0 1 1 1 1 1
4334 72 25 15 0 1 0 2 2 1
4334 73 26 15 0 1 0 3 3 1
4334 77 30 15 0 1 0 7 7 1
4334 78 31 15 0 1 0 8 8 1
4334 80 33 15 0 1 0 10 10 1
4334 82 35 15 0 1 0 12 12 1
4334 85 38 15 0 1 0 15 15 1
4334 87 40 15 0 1 0 17 17 1
4334 88 41 15 0 1 0 18 18 1
4335 70 16 10 0 1 0 0 0 1
4335 71 17 10 0 0 0 1 0 1
4335 73 19 11 0 0 0 3 0 1
4335 77 23 11 0 0 0 7 0 1
4335 83 29 11 0 1 0 13 13 1
4335 85 31 11 0 1 0 15 15 1
4335 87 33 11 0 1 0 17 17 1
4335 88 35 11 0 1 0 18 18 1
4336 70 24 8 0 1 0 0 0 1
4336 71 25 8 0 1 0 1 1 1
4336 72 26 8 0 1 0 2 2 1
4336 77 31 8 0 1 0 7 7 1
4336 87 41 8 0 1 0 17 17 1
4338 71 24 9 0 1 0 1 1 1
4338 72 25 9 0 1 0 2 2 1
4338 73 26 9 0 1 0 3 3 1
4338 77 30 9 0 1 0 7 7 1
4338 78 31 9 0 1 0 8 8 1
4338 80 33 9 0 1 0 10 10 1
4338 82 35 9 0 1 0 12 12 1
4338 83 36 9 0 1 0 13 13 1
4338 85 38 9 0 1 0 15 15 1
4338 87 40 9 0 1 0 17 17 1
4338 88 42 9 0 1 0 18 18 1
4340 70 26 10 0 1 0 0 0 1
4340 71 27 10 0 1 0 1 1 1
4340 72 28 10 0 1 1 2 2 1
4340 73 29 10 0 1 0 3 3 1
4340 77 33 10 0 1 0 7 7 1
4340 78 34 10 0 1 0 8 8 1
4340 80 36 10 0 1 0 10 10 1
4340 82 38 10 0 1 0 12 12 1
4340 83 39 10 0 1 0 13 13 1
4340 85 41 10 0 1 0 15 15 1
4340 87 43 10 0 1 0 17 17 1
4340 88 44 10 0 1 0 18 18 1
4341 71 21 13 0 1 0 1 1 1
4342 73 25 16 0 1 1 3 3 1
4342 77 29 16 0 1 0 7 7 1
4342 78 30 16 0 1 0 8 8 1
4342 82 34 16 0 1 0 12 12 1
4342 83 35 16 0 1 0 13 13 1
4342 85 37 16 0 1 1 15 15 1
4342 87 39 16 0 1 1 17 17 1
4342 88 40 16 0 1 0 18 18 1
4343 70 22 4 0 1 0 0 0 1
4343 78 30 4 0 1 0 8 8 1
4343 85 37 4 0 1 0 15 15 1
4343 87 39 4 0 1 0 17 17 1
4343 88 41 4 0 1 0 18 18 1
4344 70 18 7 0 1 0 0 0 1
4344 71 19 7 0 1 0 1 1 1
4344 77 25 7 0 1 0 7 7 1
4344 82 30 7 0 1 0 12 12 1
4344 83 30 7 0 1 0 13 13 1
4344 85 33 7 0 1 0 15 15 1
4344 87 34 7 0 1 0 17 17 1
4344 88 36 12 0 1 0 18 18 1
4345 73 20 12 0 0 0 3 0 1
4345 77 24 12 0 0 0 7 0 1
4345 78 25 12 0 0 0 8 0 1
4345 80 27 12 0 0 0 10 0 1
4345 82 29 12 0 0 0 12 0 1
4345 83 30 12 0 0 0 13 0 1
